,label,edge_intensity,mean,std,version
100,COVID-19,66986.0,171.2213897705078,69.29614470529913,old
101,COVID-19,65768.65,139.1251220703125,43.84389303850889,old
102,COVID-19,52818.25,134.33975219726562,57.66135635913295,old
103,COVID-19,91178.8,177.35125732421875,43.898835154378794,old
104,COVID-19,36279.2,125.9923095703125,66.68817866218245,old
105,COVID-19,90737.9,171.20571899414062,24.867239809247145,old
106,COVID-19,73219.0,143.4384002685547,54.54687966068477,old
107,COVID-19,54588.0,139.38833618164062,56.10240195453866,old
108,COVID-19,81433.85,156.138916015625,43.820394209528665,old
109,COVID-19,71712.95,131.07778930664062,42.79965974014981,old
110,COVID-19,75713.85,151.5834503173828,31.107946569252466,old
111,COVID-19,44462.25,146.35804748535156,65.35248493536972,old
112,COVID-19,43182.9,122.88139343261719,34.081408946492694,old
113,COVID-19,44079.1,138.77273559570312,53.824483549378684,old
114,COVID-19,17943.05,94.04487609863281,63.24133253690183,old
115,COVID-19,48227.4,133.95542907714844,62.0866382823498,old
116,COVID-19,78274.6,152.1376495361328,41.97071203463279,old
117,COVID-19,84266.0,155.5409698486328,66.68512673653689,old
118,COVID-19,52327.65,105.7049560546875,20.670985899436666,old
119,COVID-19,59083.3,146.73239135742188,44.18708158857733,old
120,COVID-19,71080.55,152.8919219970703,43.5574802011593,old
121,COVID-19,75155.2,153.23150634765625,47.037468699917945,old
122,COVID-19,70182.1,137.93824768066406,37.12888448685162,old
123,COVID-19,78513.1,150.9401092529297,60.25362045728638,old
124,COVID-19,25716.65,90.503662109375,51.07053137398687,old
125,COVID-19,69048.05,133.20965576171875,44.97551032596205,old
126,COVID-19,66634.1,139.66390991210938,24.208474785922267,old
127,COVID-19,52309.25,113.23046875,33.68730590990876,old
128,COVID-19,91421.6,170.60360717773438,37.655447367950046,old
129,COVID-19,65268.95,139.68106079101562,58.26258046691534,old
130,COVID-19,46411.85,102.88917541503906,46.913407780779515,old
131,COVID-19,80856.05,139.8837432861328,58.47298847734061,old
132,COVID-19,26301.2,137.2720947265625,57.833313663439355,old
133,COVID-19,48052.0,97.94969177246094,20.134034637799477,old
134,COVID-19,76402.6,151.4492645263672,67.28687025036497,old
135,COVID-19,75828.3,145.7012481689453,52.32114100951715,old
136,COVID-19,69405.95,149.15811157226562,44.533256816055776,old
137,COVID-19,69884.3,149.84327697753906,45.900242201527426,old
138,COVID-19,81130.8,186.78778076171875,52.40442269200571,old
139,COVID-19,65098.5,147.5846710205078,49.862813226190966,old
140,COVID-19,57451.15,128.17837524414062,52.17278469460736,old
141,COVID-19,78115.65,129.38241577148438,59.61136954702073,old
142,COVID-19,51347.95,140.90277099609375,63.45737215407274,old
143,COVID-19,48909.15,102.69486999511719,37.490066497510206,old
144,COVID-19,60976.4,121.37660217285156,50.278698989219286,old
145,COVID-19,56216.85,149.69827270507812,50.8189141640332,old
146,COVID-19,76908.15,160.48306274414062,49.22588229567416,old
147,COVID-19,47841.3,100.95263671875,44.72189505265233,old
148,COVID-19,64586.85,146.53076171875,46.88199231447894,old
149,COVID-19,78607.2,148.0991668701172,33.23859468377068,old
150,COVID-19,74773.55,180.09483337402344,69.24662883946189,old
151,COVID-19,80267.65,164.21815490722656,29.040387158109624,old
152,COVID-19,51974.0,139.02603149414062,54.243792846293,old
153,COVID-19,61512.8,126.19963073730469,62.02039066223198,old
154,COVID-19,74766.55,159.1359100341797,42.72495333778071,old
155,COVID-19,96905.05,181.9332733154297,29.59778879623805,old
156,COVID-19,49064.25,115.27391052246094,42.86655781674053,old
157,COVID-19,51563.85,141.16676330566406,45.63814832948659,old
158,COVID-19,70022.25,161.8692169189453,29.72200453163419,old
159,COVID-19,48296.4,147.94122314453125,44.83799975238562,old
160,COVID-19,43982.5,134.91473388671875,59.924461820406165,old
161,COVID-19,72959.5,158.67120361328125,32.94442116808464,old
162,COVID-19,79626.95,157.04067993164062,56.25906062379702,old
163,COVID-19,79417.3,156.5825958251953,56.254698006501705,old
164,COVID-19,63134.4,109.78138732910156,56.358913240840614,old
165,COVID-19,47652.3,99.6358642578125,21.23433269829147,old
166,COVID-19,46281.65,147.0631866455078,68.68139547381122,old
167,COVID-19,71937.6,145.41510009765625,52.17241776835385,old
168,COVID-19,26459.55,128.86244201660156,63.36026304127534,old
169,COVID-19,70072.9,142.1744384765625,54.58317977260933,old
170,COVID-19,61793.75,122.87384033203125,39.43221384872545,old
171,COVID-19,75154.85,153.4944610595703,32.22095073994192,old
172,COVID-19,88302.35,156.9947967529297,34.77273260071671,old
173,COVID-19,78735.25,145.6308135986328,51.40562169173086,old
174,COVID-19,67223.05,153.97589111328125,56.720947076178234,old
175,COVID-19,49595.7,130.7373046875,63.23161699385178,old
176,COVID-19,64739.45,137.2733917236328,39.94712589710406,old
177,COVID-19,87574.3,165.02565002441406,24.658866987446277,old
178,COVID-19,39032.4,145.6058807373047,49.34825523153196,old
179,COVID-19,94438.8,170.8467254638672,50.75875423560316,old
180,COVID-19,51916.05,141.232666015625,50.49393030966168,old
181,COVID-19,65442.55,165.41574096679688,54.16924082573086,old
182,COVID-19,83179.65,155.54713439941406,33.8866708847465,old
183,COVID-19,44436.95,141.9702606201172,62.792812261414234,old
184,COVID-19,74676.75,141.61929321289062,35.75836753090193,old
185,COVID-19,91457.2,187.13661193847656,57.14009491307602,old
186,COVID-19,77936.15,153.73291015625,59.82677438266998,old
187,COVID-19,62160.9,117.6810302734375,35.50069077732224,old
188,COVID-19,86958.7,165.82211303710938,41.4267811336534,old
189,COVID-19,71797.7,148.0384063720703,23.047241234895157,old
190,COVID-19,88153.45,160.16986083984375,51.619276433723684,old
191,COVID-19,75153.3,153.4942169189453,32.23057593574343,old
192,COVID-19,73970.9,154.5110626220703,61.351493107143,old
193,COVID-19,101342.5,189.60020446777344,35.54524377207999,old
194,COVID-19,84539.0,149.7281494140625,32.13543762212016,old
195,COVID-19,32372.8,123.52383422851562,60.79728268661384,old
196,COVID-19,72112.95,141.55685424804688,59.52307119642791,old
197,COVID-19,67989.05,147.110595703125,46.753076854344705,old
198,COVID-19,42359.4,126.56185913085938,61.038965659006436,old
199,COVID-19,53190.8,138.5229949951172,54.16909274600704,old
200,COVID-19,61409.3,106.88772583007812,36.09151565025558,old
201,COVID-19,82911.5,165.34434509277344,26.234858380691414,old
202,COVID-19,61769.6,121.6019287109375,53.65616598203232,old
203,COVID-19,19196.9,116.71430969238281,57.79654684085239,old
204,COVID-19,63929.25,144.0719757080078,26.897337388380485,old
205,COVID-19,80570.8,167.83656311035156,48.32411256459412,old
206,COVID-19,77208.25,129.22915649414062,45.064345835943364,old
207,COVID-19,59532.2,141.78707885742188,48.56336420902058,old
208,COVID-19,64684.4,158.70140075683594,50.61215833935902,old
209,COVID-19,32387.65,125.22474670410156,54.41845604147135,old
210,COVID-19,67957.55,131.458984375,44.231620074862974,old
211,COVID-19,47723.7,111.39042663574219,45.75339468841391,old
212,COVID-19,30767.7,105.28753662109375,41.11206624167995,old
213,COVID-19,80649.65,153.41441345214844,31.251705018196837,old
214,COVID-19,78246.15,145.01947021484375,25.884474682754142,old
215,COVID-19,51088.1,101.97132873535156,17.970031003375993,old
216,COVID-19,64740.25,137.27020263671875,39.96094995793981,old
217,COVID-19,79818.35,155.67306518554688,59.84141832805952,old
218,COVID-19,33147.05,139.38018798828125,67.37114858696971,old
219,COVID-19,81082.0,143.74815368652344,34.079325035063725,old
220,COVID-19,79734.75,156.36782836914062,33.97220173708313,old
221,COVID-19,92002.45,165.00543212890625,37.92499167679981,old
222,COVID-19,73409.35,159.30682373046875,61.637356880800425,old
223,COVID-19,69050.65,164.7263946533203,51.12031290930566,old
224,COVID-19,80640.65,154.03228759765625,49.143361112135544,old
225,COVID-19,57952.95,129.53659057617188,41.10152282414509,old
226,COVID-19,83487.55,138.357421875,52.693242313336,old
227,COVID-19,84227.25,146.42269897460938,48.734751094560224,old
228,COVID-19,57044.65,135.65158081054688,56.24500658666203,old
229,COVID-19,78174.35,129.60572814941406,59.66125836981114,old
230,COVID-19,14179.25,60.62837219238281,52.65017728636154,old
231,COVID-19,46214.35,148.6923828125,53.78047408364906,old
232,COVID-19,60812.0,125.85542297363281,60.14445211174771,old
233,COVID-19,62096.3,135.77076721191406,56.96640058160928,old
234,COVID-19,65735.4,153.9254913330078,40.7346085903418,old
235,COVID-19,73662.55,139.53053283691406,32.787119300320484,old
236,COVID-19,90225.85,158.85618591308594,58.34228795623605,old
237,COVID-19,59193.8,117.42759704589844,44.052322220483624,old
238,COVID-19,53677.8,132.32113647460938,59.750537740514865,old
239,COVID-19,71360.85,154.40032958984375,39.589315324097534,old
240,COVID-19,82379.9,149.92279052734375,30.38833371224403,old
241,COVID-19,61645.4,99.80770874023438,36.22503028284853,old
242,COVID-19,40904.15,110.46516418457031,44.344888356833486,old
243,COVID-19,36216.65,120.35066223144531,37.78434523531859,old
244,COVID-19,35291.4,126.70930480957031,60.217293622864815,old
245,COVID-19,82777.05,137.22901916503906,35.02922704841973,old
246,COVID-19,52042.75,96.98661804199219,34.28904498106121,old
247,COVID-19,81389.2,163.46026611328125,53.650179062651546,old
248,COVID-19,50307.6,147.70565795898438,50.92265890217426,old
249,COVID-19,60485.2,144.23985290527344,60.74466066510853,old
250,COVID-19,47330.15,135.82769775390625,62.21418857998921,old
251,COVID-19,34569.85,93.47953796386719,50.15341401889197,old
252,COVID-19,32104.1,114.0560302734375,62.86405085115858,old
253,COVID-19,80060.9,166.2218017578125,29.805420076608918,old
254,COVID-19,68843.15,124.26898193359375,27.418385969963946,old
255,COVID-19,56698.05,160.5618133544922,57.630901386215726,old
256,COVID-19,74076.45,148.5497589111328,36.717976167085006,old
257,COVID-19,62641.7,132.7848663330078,57.7595951753031,old
258,COVID-19,76502.35,128.15916442871094,45.33761641525566,old
259,COVID-19,75581.35,157.7195587158203,43.056299084967065,old
260,COVID-19,30416.35,127.60659790039062,64.58852365636123,old
261,COVID-19,83686.95,143.9774169921875,43.792776342487684,old
262,COVID-19,66693.35,109.27809143066406,58.533066073542294,old
263,COVID-19,69794.35,150.5410919189453,60.00630019355502,old
264,COVID-19,50867.55,136.8125762939453,93.22592293035619,old
265,COVID-19,35168.0,123.07138061523438,53.21452304276622,old
266,COVID-19,78930.05,141.66458129882812,51.94794981656652,old
267,COVID-19,48051.35,101.43341064453125,44.729726860642245,old
268,COVID-19,41864.55,127.70645141601562,69.11332758190481,old
269,COVID-19,70933.5,152.25991821289062,41.36640154934616,old
270,COVID-19,18948.5,126.03636169433594,69.9260956248522,old
271,COVID-19,25732.9,107.62940979003906,55.237104124415815,old
272,COVID-19,44062.05,121.59681701660156,53.63680561655867,old
273,COVID-19,27113.35,137.06004333496094,57.71587558953326,old
274,COVID-19,61710.7,126.99388122558594,54.30691967374184,old
275,COVID-19,90914.25,159.40338134765625,46.396962554874655,old
276,COVID-19,80430.6,151.4556427001953,67.62460683016101,old
277,COVID-19,27337.85,111.83949279785156,45.775155348499574,old
278,COVID-19,67949.25,174.120849609375,48.93133574244507,old
279,COVID-19,70377.1,141.32432556152344,29.112281336653755,old
280,COVID-19,78518.7,147.032958984375,52.19502817038518,old
281,COVID-19,80421.85,159.0059814453125,19.396957715498665,old
282,COVID-19,58793.3,156.38035583496094,47.71946656735583,old
283,COVID-19,86270.55,170.82933044433594,26.330597314436222,old
284,COVID-19,55747.6,128.48214721679688,60.62371297666417,old
285,COVID-19,84234.75,159.9848175048828,50.035571741869674,old
286,COVID-19,86522.75,154.95579528808594,29.154810486990165,old
287,COVID-19,59049.3,120.37908935546875,43.75165836422598,old
288,COVID-19,68906.95,127.66799926757812,44.234619627723426,old
289,COVID-19,54366.65,124.46821594238281,41.917758128993384,old
290,COVID-19,22381.65,93.83990478515625,48.472826124044715,old
291,COVID-19,75956.35,139.62744140625,25.07800075702254,old
292,COVID-19,35193.5,120.6171875,61.34875250234311,old
293,COVID-19,91884.7,172.58270263671875,44.19862784619869,old
294,COVID-19,68827.55,146.01792907714844,54.889550288887925,old
295,COVID-19,66004.1,140.62127685546875,40.46191199384633,old
296,COVID-19,63291.65,149.53565979003906,30.353302079499922,old
297,COVID-19,66720.4,117.09295654296875,22.860898770109916,old
298,COVID-19,72914.2,119.49003601074219,54.821082317758034,old
299,COVID-19,76213.5,156.2188262939453,33.20155391782079,old
300,COVID-19,56886.4,135.98171997070312,55.562064458630246,old
301,COVID-19,87990.0,167.47459411621094,36.50267744286849,old
302,COVID-19,54371.5,143.41775512695312,25.644174151447416,old
303,COVID-19,46560.45,118.0953369140625,39.742581489271814,old
304,COVID-19,45470.35,138.86123657226562,56.45821355668194,old
305,COVID-19,41341.75,121.08729553222656,58.82126733953061,old
306,COVID-19,84068.8,158.79078674316406,29.926745298867388,old
307,COVID-19,90217.05,165.07481384277344,25.849078679658422,old
308,COVID-19,72318.7,126.23358154296875,45.976296717208534,old
309,COVID-19,36187.1,117.50790405273438,56.65310448535618,old
310,COVID-19,73001.9,142.2613525390625,47.228216658652016,old
311,COVID-19,71801.25,140.88540649414062,48.32395104953029,old
312,COVID-19,72753.7,148.53237915039062,59.59784498113424,old
313,COVID-19,82752.0,148.93267822265625,51.37226284579487,old
314,COVID-19,72937.35,146.5807342529297,50.86567153849868,old
315,COVID-19,85222.55,157.35739135742188,29.333833765808077,old
316,COVID-19,87953.6,190.77227783203125,55.047735892066726,old
317,COVID-19,43266.75,98.74766540527344,33.5549731104166,old
318,COVID-19,65012.65,142.23910522460938,50.93263061781267,old
319,COVID-19,64219.7,135.6708221435547,44.45304118478871,old
320,COVID-19,73953.25,148.76683044433594,53.816985923379775,old
321,COVID-19,57326.95,150.1986541748047,55.7064765385509,old
322,COVID-19,72535.8,154.062744140625,23.566929730924826,old
323,COVID-19,60541.1,152.75177001953125,62.74308535648071,old
324,COVID-19,74979.6,152.80245971679688,47.03631043741662,old
325,COVID-19,74884.4,146.34767150878906,31.702951082037494,old
326,COVID-19,51590.1,141.17002868652344,45.63548419552934,old
327,COVID-19,49841.2,142.5992431640625,71.45162357249798,old
328,COVID-19,46166.4,133.25509643554688,57.42819444629359,old
329,COVID-19,65787.55,124.22593688964844,42.27742974885485,old
330,COVID-19,72143.85,157.01580810546875,42.56287062299966,old
331,COVID-19,83530.05,184.90167236328125,36.24404803151841,old
332,COVID-19,41190.3,149.89151000976562,59.29122773413321,old
333,COVID-19,77583.05,151.90333557128906,23.311493513731826,old
334,COVID-19,71539.75,125.69432067871094,26.233607618340336,old
335,COVID-19,70505.25,139.8856201171875,49.89405624804454,old
336,COVID-19,75541.65,147.07568359375,51.00095091428792,old
337,COVID-19,64323.85,143.4198455810547,57.08079784603424,old
338,COVID-19,84709.45,190.33164978027344,51.36014189323625,old
339,COVID-19,80453.1,151.47732543945312,67.67500036815034,old
340,COVID-19,43042.5,114.09405517578125,60.77719452497815,old
341,COVID-19,56988.8,153.30886840820312,48.34191265864299,old
342,COVID-19,73208.45,120.56076049804688,50.19562895870829,old
343,COVID-19,48883.3,137.26370239257812,59.9854910404554,old
344,COVID-19,61963.35,148.50616455078125,50.194723596606444,old
345,COVID-19,64479.05,150.58743286132812,48.43112751203049,old
346,COVID-19,36839.7,102.85813903808594,55.02637974308841,old
347,COVID-19,37122.5,105.53277587890625,46.165581211898406,old
348,COVID-19,82377.5,158.9010009765625,39.604435962086356,old
349,COVID-19,87439.2,161.9169158935547,29.325795779161062,old
350,COVID-19,73169.2,146.26759338378906,28.301221532663803,old
351,COVID-19,82111.2,144.32008361816406,63.275538250854815,old
352,COVID-19,55162.75,128.73838806152344,55.83976486846732,old
353,COVID-19,88029.3,160.6875457763672,26.68583523916471,old
354,COVID-19,83919.8,143.94508361816406,38.210694977079854,old
355,COVID-19,68116.6,111.750732421875,29.408525262347588,old
356,COVID-19,67618.5,144.7593536376953,45.0541706430297,old
357,COVID-19,74085.45,140.20753479003906,46.384605103049076,old
358,COVID-19,84369.75,156.69204711914062,37.93048943840354,old
359,COVID-19,70751.25,148.95521545410156,40.91186942856984,old
360,COVID-19,71207.45,149.43936157226562,51.753578987074086,old
361,COVID-19,56287.0,127.77571105957031,60.31090005782269,old
362,COVID-19,78901.0,157.34400939941406,32.6223118420631,old
363,COVID-19,30229.65,114.76274108886719,53.559584457288395,old
364,COVID-19,91993.25,165.00607299804688,37.90865783500013,old
365,COVID-19,72517.8,152.99221801757812,41.464106474395976,old
366,COVID-19,47296.4,135.7387237548828,62.42068223384912,old
367,COVID-19,54450.05,141.7281494140625,52.24551076046828,old
368,COVID-19,64605.5,146.4022674560547,52.666816102914495,old
369,COVID-19,77281.25,160.6805419921875,43.92738520219862,old
370,COVID-19,56588.95,134.77862548828125,49.44268382731885,old
371,COVID-19,92656.05,158.51458740234375,36.77836667424576,old
372,COVID-19,64377.4,146.8856658935547,49.321880156380345,old
373,COVID-19,77053.5,152.73443603515625,45.99429652884062,old
374,COVID-19,51060.3,147.29420471191406,58.09736779649688,old
375,COVID-19,64221.6,135.66566467285156,44.454391832139464,old
376,COVID-19,93753.4,173.73260498046875,45.74231328869569,old
377,COVID-19,86784.95,174.38162231445312,38.87388008215199,old
378,COVID-19,71395.7,153.11895751953125,39.8357889961827,old
379,COVID-19,43270.4,134.6441192626953,55.93223187831926,old
380,COVID-19,80977.15,156.3440704345703,43.47870378749736,old
381,COVID-19,50954.4,102.90982055664062,14.623957169084905,old
382,COVID-19,67522.35,150.72377014160156,58.91630519841109,old
383,COVID-19,69782.4,152.85780334472656,38.58501013398779,old
384,COVID-19,36233.8,134.44073486328125,51.03467500224701,old
385,COVID-19,64141.3,146.39898681640625,49.32730236880205,old
386,COVID-19,48034.55,101.41607666015625,44.74532637614564,old
387,COVID-19,37663.85,140.56434631347656,58.56252822488972,old
388,COVID-19,75032.3,152.4334259033203,60.5534116352092,old
389,COVID-19,80470.35,151.483154296875,67.66789889187514,old
390,COVID-19,60191.8,128.02279663085938,51.42511971152689,old
391,COVID-19,42701.4,99.19097900390625,19.700315036011833,old
392,COVID-19,88605.2,173.5507354736328,44.69733783629568,old
393,COVID-19,86130.3,149.51441955566406,31.588220581849594,old
394,COVID-19,83656.8,150.00381469726562,64.71512999781142,old
395,COVID-19,57768.95,135.47169494628906,51.59938777207381,old
396,COVID-19,76367.25,151.571533203125,33.74357140298274,old
397,COVID-19,25833.2,124.57438659667969,63.28501018020961,old
398,COVID-19,79122.35,147.84693908691406,63.74684639655753,old
399,COVID-19,74648.4,157.36766052246094,48.47765444663603,old
400,COVID-19,62539.9,156.50025939941406,44.49837842332863,old
401,COVID-19,46933.1,143.2209930419922,53.500926693567735,old
402,COVID-19,52273.4,117.14884948730469,41.21620578241869,old
403,COVID-19,67519.6,155.0591583251953,39.3532902318826,old
404,COVID-19,105689.45,185.32882690429688,53.46683733306295,old
405,COVID-19,82809.9,156.9473419189453,26.755253435156046,old
406,COVID-19,80970.8,170.8815155029297,27.29991379270259,old
407,COVID-19,75794.85,160.03939819335938,57.68747094036322,old
408,COVID-19,78494.95,147.77316284179688,49.987017332876064,old
409,COVID-19,67583.6,141.3013458251953,44.1670049976693,old
410,COVID-19,76214.65,159.49534606933594,49.79581578161517,old
411,COVID-19,62536.8,135.59898376464844,54.47263760704665,old
412,COVID-19,50614.05,143.5212860107422,61.036676144327714,old
413,COVID-19,70874.25,151.32208251953125,25.604564868371796,old
414,COVID-19,56513.45,127.42173767089844,52.2207864514266,old
415,COVID-19,91238.55,162.6205291748047,57.845798310178495,old
416,COVID-19,66865.3,154.03598022460938,52.90781333617213,old
417,COVID-19,76219.15,155.96420288085938,23.848291933314087,old
418,COVID-19,87865.65,187.92666625976562,27.071018084138654,old
419,COVID-19,43014.7,114.08491516113281,60.56753332643172,old
420,COVID-19,69602.9,133.07766723632812,60.5024727148966,old
421,COVID-19,78851.25,151.72427368164062,45.840229650828796,old
422,COVID-19,49758.35,135.4750213623047,41.09997040127435,old
423,COVID-19,88326.8,150.24740600585938,80.05660444045728,old
424,COVID-19,95628.35,179.32115173339844,62.91807869815372,old
425,COVID-19,61862.35,101.58711242675781,35.10531350700495,old
426,COVID-19,78292.2,152.1558837890625,41.966343699052025,old
427,COVID-19,87708.7,151.1107635498047,42.087803381409294,old
428,COVID-19,74884.2,146.36126708984375,31.699582570785715,old
429,COVID-19,67791.0,131.6873321533203,52.87475299074504,old
430,COVID-19,84490.9,163.86434936523438,41.050294511388024,old
431,COVID-19,77013.45,152.5498809814453,29.22370835975293,old
432,COVID-19,62440.25,125.81373596191406,61.57671419358957,old
433,COVID-19,51213.55,126.96157836914062,55.231480218070054,old
434,COVID-19,70680.3,137.8343963623047,71.88628984273794,old
435,COVID-19,81562.85,144.36351013183594,46.94816605893289,old
436,COVID-19,60723.55,147.43797302246094,52.351341255201,old
437,COVID-19,81478.05,163.13307189941406,48.33203179932571,old
438,COVID-19,93034.3,157.95803833007812,59.1087529454406,old
439,COVID-19,89652.75,156.22674560546875,37.241073575284794,old
440,COVID-19,49340.4,99.16154479980469,47.69841256132566,old
441,COVID-19,64396.7,134.74354553222656,51.99009386775927,old
442,COVID-19,70138.25,147.4832000732422,50.56832546680152,old
443,COVID-19,79887.45,160.096435546875,48.26758733658306,old
444,COVID-19,51634.75,103.74951171875,20.687230773971798,old
445,COVID-19,75116.65,141.20726013183594,49.30042760723588,old
446,COVID-19,72855.95,145.87893676757812,59.452935780681194,old
447,COVID-19,64276.35,140.88319396972656,49.01767067205445,old
448,COVID-19,32581.1,134.00550842285156,52.860136356973065,old
449,COVID-19,72817.5,153.80552673339844,58.07213348371769,old
450,COVID-19,54700.9,136.2369384765625,62.52409067197653,old
